,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,cost,price,profit,quantity,sales
1639,1640,CA-2017-157266,2017-05-26,2017-06-01,standard class,TB-21280,Toby Braunhardt,consumer,United States,Washington,District Of Columbia,20016,East,OFF-BI-10004728,office supplies,binders,Wilson Jones Turn Tabs Binder Tool For Ring Binders,586.5,934.71,348.21,5,4673.573101
1640,1641,CA-2017-157266,2017-05-26,2017-06-01,standard class,TB-21280,Toby Braunhardt,consumer,United States,Washington,District Of Columbia,20016,East,OFF-PA-10004675,office supplies,paper,"Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",628.06,476.43,-151.63,12,5717.141162
1641,1642,CA-2017-157266,2017-05-26,2017-06-01,standard class,TB-21280,Toby Braunhardt,consumer,United States,Washington,District Of Columbia,20016,East,FUR-FU-10000629,furniture,furnishings,9-3/4 Diameter Round Wall Clock,328.44,556.04,227.6,22,12232.87298
1642,1643,US-2015-134712,2015-11-29,2015-12-04,standard class,BS-11380,Bill Stewart,corporate,United States,Skokie,Illinois,60076,Central,OFF-FA-10003112,office supplies,fasteners,Staples,128.57,161.71,33.14,3,485.1432254
1643,1644,CA-2016-111829,2016-03-19,2016-03-20,first class,FH-14365,Fred Hopkins,corporate,United States,Seattle,Washington,98115,West,OFF-ST-10000142,office supplies,storage,Deluxe Rollaway Locking File With Drawer,213.56,631.46,417.89,16,10103.29322
1644,1645,CA-2016-111829,2016-03-19,2016-03-20,first class,FH-14365,Fred Hopkins,corporate,United States,Seattle,Washington,98115,West,TEC-CO-10001766,technology,copiers,Canon Pc940 Copier,728.83,675.23,-53.61,7,4726.606299
1645,1646,CA-2016-111829,2016-03-19,2016-03-20,first class,FH-14365,Fred Hopkins,corporate,United States,Seattle,Washington,98115,West,OFF-PA-10004359,office supplies,paper,Multicolor Computer Printout Paper,875.57,105.13,-770.45,3,315.3853171
1646,1647,CA-2016-105221,2016-11-01,2016-11-03,first class,VM-21685,Valerie Mitchum,home office,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002323,technology,accessories,Sandisk Ultra 32 Gb Microsdhc Class 10 Memory Card,488.17,98.21,-389.96,3,294.6371981
1647,1648,CA-2016-105221,2016-11-01,2016-11-03,first class,VM-21685,Valerie Mitchum,home office,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10001135,office supplies,fasteners,"Brites Rubber Bands, 1 1/2 Oz. Box",262.85,10.26,-252.6,8,82.04835747
1648,1649,CA-2016-120341,2016-09-26,2016-09-29,second class,SF-20200,Sarah Foster,consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10004224,office supplies,binders,Catalog Binders With Expanding Posts,437.52,29.34,-408.17,8,234.7533345
1649,1650,CA-2016-120341,2016-09-26,2016-09-29,second class,SF-20200,Sarah Foster,consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003357,technology,phones,Grandstream Gxp2100 Mainstream Business Phone,909.69,986.52,76.83,14,13811.32371
1650,1651,CA-2015-135699,2015-08-29,2015-08-29,same day,HH-15010,Hilary Holden,corporate,United States,San Francisco,California,94110,West,OFF-PA-10004475,office supplies,paper,Xerox 1940,263.44,231.09,-32.34,8,1848.723584
1651,1652,CA-2015-135699,2015-08-29,2015-08-29,same day,HH-15010,Hilary Holden,corporate,United States,San Francisco,California,94110,West,OFF-PA-10003001,office supplies,paper,Xerox 1986,818.35,600.61,-217.74,20,12012.22377
1652,1653,US-2018-132444,2018-11-18,2018-11-21,first class,CD-12280,Christina Demoss,consumer,United States,Seattle,Washington,98105,West,OFF-ST-10003442,office supplies,storage,Eldon Portable Mobile Manager,551.97,105.59,-446.38,22,2322.904208
1653,1654,US-2018-132444,2018-11-18,2018-11-21,first class,CD-12280,Christina Demoss,consumer,United States,Seattle,Washington,98105,West,TEC-AC-10003832,technology,accessories,Imation 16Gb Mini Traveldrive Usb 2.0 Flash Drive,247.22,159.37,-87.86,1,159.3663366
1654,1655,US-2018-132444,2018-11-18,2018-11-21,first class,CD-12280,Christina Demoss,consumer,United States,Seattle,Washington,98105,West,OFF-FA-10000611,office supplies,fasteners,Binder Clips By Oic,788.53,289.1,-499.44,7,2023.680454
1655,1656,US-2018-132444,2018-11-18,2018-11-21,first class,CD-12280,Christina Demoss,consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001116,office supplies,binders,"Wilson Jones 1"" Hanging Dubllock Ring Binders",352.62,368.84,16.23,8,2950.733052
1656,1657,US-2018-132444,2018-11-18,2018-11-21,first class,CD-12280,Christina Demoss,consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000563,office supplies,storage,Fellowes Bankers Box Stor/Drawer Steel Plus,209.53,125.49,-84.04,1,125.4896851
1657,1658,CA-2015-127159,2015-05-12,2015-05-15,first class,HL-15040,Hunter Lopez,consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10000010,furniture,furnishings,"Dax Value U-Channel Document Frames, Easel Back",68.38,615.07,546.69,15,9226.055689
1658,1659,CA-2018-161809,2018-01-20,2018-01-26,standard class,TH-21100,Thea Hendricks,consumer,United States,Los Angeles,California,90045,West,TEC-PH-10004922,technology,phones,Rca Visys Integrated Pbx 8-Line Router,541.53,683.36,141.83,12,8200.367686
1659,1660,CA-2018-127285,2018-10-30,2018-11-06,standard class,MM-18055,Michelle Moray,consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004330,office supplies,binders,"Gbc Velobind Prepunched Cover Sets, Regency Series",831.44,331.46,-499.99,13,4308.942347
1660,1661,CA-2018-127285,2018-10-30,2018-11-06,standard class,MM-18055,Michelle Moray,consumer,United States,Seattle,Washington,98115,West,OFF-BI-10002072,office supplies,binders,Cardinal Slant-D Ring Binders,214.34,441.37,227.03,4,1765.477037
1661,1662,CA-2018-144526,2018-04-30,2018-05-06,standard class,QJ-19255,Quincy Jones,corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002549,technology,phones,Polycom Soundpoint Ip 450 Voip Phone,233.95,917.73,683.77,21,19272.23988
1662,1663,CA-2018-144526,2018-04-30,2018-05-06,standard class,QJ-19255,Quincy Jones,corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002353,office supplies,binders,Gbc Velobind Cover Sets,446.5,705.46,258.96,1,705.4644739
1663,1664,CA-2017-128531,2017-11-24,2017-11-26,second class,NS-18505,Neola Schneider,consumer,United States,Dallas,Texas,75217,Central,OFF-ST-10001325,office supplies,storage,Sterilite Officeware Hinged File Box,921.62,739.94,-181.69,12,8879.236865
1664,1665,CA-2017-128531,2017-11-24,2017-11-26,second class,NS-18505,Neola Schneider,consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10002049,technology,accessories,Logitech G19 Programmable Gaming Keyboard,127.6,720.39,592.79,15,10805.87805
1665,1666,CA-2017-128531,2017-11-24,2017-11-26,second class,NS-18505,Neola Schneider,consumer,United States,Dallas,Texas,75217,Central,OFF-FA-10002676,office supplies,fasteners,Colored Push Pins,567.72,509.75,-57.97,20,10195.08136
1666,1667,CA-2017-128531,2017-11-24,2017-11-26,second class,NS-18505,Neola Schneider,consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10003023,technology,accessories,Logitech G105 Gaming Keyboard,869.29,167.11,-702.18,20,3342.20198
1667,1668,CA-2017-128531,2017-11-24,2017-11-26,second class,NS-18505,Neola Schneider,consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10000167,office supplies,paper,Xerox 1925,6.37,399.43,393.06,16,6390.82014
1668,1669,CA-2017-128531,2017-11-24,2017-11-26,second class,NS-18505,Neola Schneider,consumer,United States,Dallas,Texas,75217,Central,OFF-AR-10003405,office supplies,art,"Dixon My First Ticonderoga Pencil, #2",816.94,835.81,18.88,12,10029.76552
1669,1670,US-2016-157154,2016-01-10,2016-01-15,standard class,MM-17920,Michael Moore,consumer,United States,New York City,New York,10011,East,FUR-TA-10001889,furniture,tables,Bush Advantage Collection Racetrack Conference Table,492.53,248.17,-244.36,8,1985.398387
1670,1671,CA-2018-159457,2018-10-19,2018-10-26,standard class,RD-19480,Rick Duston,consumer,United States,Houston,Texas,77095,Central,TEC-PH-10002185,technology,phones,Qvs Usb Car Charger 2-Port 2.1Amp For Ipod/Iphone/Ipad/Ipad 2/Ipad 3,715.87,328.4,-387.47,10,3284.029507
1671,1672,CA-2017-107615,2017-03-22,2017-03-25,first class,RB-19645,Robert Barroso,corporate,United States,North Las Vegas,Nevada,89031,West,TEC-AC-10001013,technology,accessories,Logitech Clearchat Comfort/Usb Headset H390,187.49,383.37,195.88,11,4217.084256
1672,1673,CA-2018-111647,2018-07-03,2018-07-07,standard class,RD-19585,Rob Dowd,consumer,United States,Plano,Texas,75023,Central,TEC-PH-10002726,technology,phones,Nettalk Duo Voip Telephone Service,658.13,104.44,-553.69,4,417.7417751
1673,1674,CA-2016-150560,2016-12-11,2016-12-12,first class,SW-20455,Shaun Weien,consumer,United States,Suffolk,Virginia,23434,South,OFF-LA-10003930,office supplies,labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",689.6,494.75,-194.84,18,8905.545947
1674,1675,CA-2016-143077,2016-09-17,2016-09-21,standard class,SF-20965,Sylvia Foulston,corporate,United States,Houston,Texas,77041,Central,FUR-FU-10003535,furniture,furnishings,Howard Miller Distant Time Traveler Alarm Clock,670.94,113.32,-557.63,15,1699.739652
1675,1676,CA-2016-143077,2016-09-17,2016-09-21,standard class,SF-20965,Sylvia Foulston,corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000088,office supplies,binders,Gbc Imprintable Covers,776.57,833.85,57.28,16,13341.59188
1676,1677,CA-2017-122728,2017-05-18,2017-05-24,standard class,EB-13930,Eric Barreto,consumer,United States,San Francisco,California,94110,West,OFF-ST-10000604,office supplies,storage,Home/Office Personal File Carts,411.33,382.85,-28.48,11,4211.349477
1677,1678,CA-2017-122728,2017-05-18,2017-05-24,standard class,EB-13930,Eric Barreto,consumer,United States,San Francisco,California,94110,West,OFF-PA-10004040,office supplies,paper,Universal Premium White Copier/Laser Paper (20Lb. And 87 Bright),266.17,441.68,175.5,15,6625.133342
1678,1679,CA-2015-122882,2015-09-07,2015-09-13,standard class,SB-20290,Sean Braxton,corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002344,office supplies,storage,"Carina 42""Hx23 3/4""W Media Storage Unit",201.74,796.57,594.83,10,7965.679462
1679,1680,CA-2015-122882,2015-09-07,2015-09-13,standard class,SB-20290,Sean Braxton,corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003589,technology,phones,Invisibleshield By Zagg Smudge-Free Screen Protector,626.31,271.89,-354.42,20,5437.787845
1680,1681,CA-2015-122882,2015-09-07,2015-09-13,standard class,SB-20290,Sean Braxton,corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000758,furniture,furnishings,Dax Natural Wood-Tone Poster Frame,202.2,732.34,530.14,22,16111.57337
1681,1682,CA-2015-122882,2015-09-07,2015-09-13,standard class,SB-20290,Sean Braxton,corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-MA-10004679,technology,machines,Startech.Com 10/100 Vdsl2 Ethernet Extender Kit,367.86,852.63,484.77,22,18757.88031
1682,1683,US-2017-101497,2017-09-29,2017-10-01,second class,PS-18760,Pamela Stobb,consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000176,office supplies,paper,Xerox 1887,242.8,328.06,85.26,24,7873.543547
1683,1684,CA-2017-147585,2017-11-07,2017-11-12,standard class,CB-12535,Claudia Bergmann,corporate,United States,San Francisco,California,94110,West,FUR-FU-10002597,furniture,furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",869.06,497.87,-371.19,2,995.730325
1684,1685,CA-2018-149489,2018-04-24,2018-04-27,first class,DK-12835,Damala Kotsonis,corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002495,office supplies,appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",660.87,298.84,-362.03,14,4183.727304
1685,1686,CA-2018-149489,2018-04-24,2018-04-27,first class,DK-12835,Damala Kotsonis,corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,office supplies,binders,Avery Reinforcements For Hole-Punch Pages,688.17,892.89,204.72,12,10714.73341
1686,1687,CA-2018-149489,2018-04-24,2018-04-27,first class,DK-12835,Damala Kotsonis,corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002414,office supplies,binders,Gbc Proclick Spines For 32-Hole Punch,643.24,458.55,-184.7,1,458.5456475
1687,1688,CA-2018-143798,2018-12-10,2018-12-12,first class,AW-10840,Anthony Witt,consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,office supplies,paper,Xerox 210,744.37,565.91,-178.45,21,11884.20284
1688,1689,CA-2018-143798,2018-12-10,2018-12-12,first class,AW-10840,Anthony Witt,consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,furniture,furnishings,Electrix Halogen Magnifier Lamp,213.41,960.34,746.93,1,960.3360503
1689,1690,CA-2015-142839,2015-08-16,2015-08-20,standard class,TS-21610,Troy Staebel,consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001539,furniture,tables,Chromcraft Rectangular Conference Tables,418.07,124.46,-293.61,7,871.2047952
1690,1691,CA-2018-129833,2018-12-09,2018-12-15,standard class,HF-14995,Herbert Flentye,consumer,United States,Indianapolis,Indiana,46203,Central,OFF-PA-10000575,office supplies,paper,"Wirebound Message Books, Four 2 3/4 X 5 White Forms Per Page",163.89,16.89,-147.0,5,84.45309703
1691,1692,CA-2018-129833,2018-12-09,2018-12-15,standard class,HF-14995,Herbert Flentye,consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004182,office supplies,binders,Economy Binders,93.19,585.75,492.57,5,2928.76783
1692,1693,US-2017-154361,2017-03-14,2017-03-19,standard class,HZ-14950,Henia Zydlo,consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10004020,furniture,furnishings,Advantus Panel Wall Acrylic Frame,969.4,222.25,-747.15,4,889.0117859
1693,1694,US-2017-158708,2017-06-26,2017-06-29,second class,AB-10255,Alejandro Ballentine,home office,United States,Plano,Texas,75023,Central,TEC-AC-10003133,technology,accessories,Memorex Mini Travel Drive 4 Gb Usb 2.0 Flash Drive,608.55,987.8,379.25,8,7902.38199
1694,1695,CA-2016-156335,2016-09-25,2016-09-28,second class,PO-19195,Phillina Ober,home office,United States,Bayonne,New Jersey,7002,East,TEC-AC-10002006,technology,accessories,Memorex Micro Travel Drive 16 Gb,536.2,714.15,177.96,12,8569.852498
1695,1696,CA-2016-156335,2016-09-25,2016-09-28,second class,PO-19195,Phillina Ober,home office,United States,Bayonne,New Jersey,7002,East,OFF-BI-10003314,office supplies,binders,Tuff Stuff Recycled Round Ring Binders,564.22,47.66,-516.55,13,619.5946383
1696,1697,CA-2016-156335,2016-09-25,2016-09-28,second class,PO-19195,Phillina Ober,home office,United States,Bayonne,New Jersey,7002,East,TEC-PH-10002726,technology,phones,Nettalk Duo Voip Telephone Service,974.54,365.77,-608.77,10,3657.661675
1697,1698,CA-2016-148376,2016-12-27,2016-12-31,standard class,AG-10900,Arthur Gainer,consumer,United States,Los Angeles,California,90008,West,OFF-AP-10000240,office supplies,appliances,Belkin F9G930V10-Gry 9 Outlet Surge,714.67,967.19,252.52,14,13540.62742
1698,1699,CA-2016-148376,2016-12-27,2016-12-31,standard class,AG-10900,Arthur Gainer,consumer,United States,Los Angeles,California,90008,West,OFF-LA-10002381,office supplies,labels,Avery 497,963.86,564.06,-399.8,22,12409.30037
1699,1700,CA-2015-135657,2015-06-03,2015-06-07,second class,SC-20725,Steven Cartwright,consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,furniture,tables,Ki Adjustable-Height Table,912.31,470.83,-441.48,20,9416.688931
1700,1701,CA-2016-114069,2016-07-13,2016-07-15,second class,ND-18370,Natalie Decherney,consumer,United States,New York City,New York,10035,East,OFF-BI-10000320,office supplies,binders,Gbc Plastic Binding Combs,94.01,646.74,552.73,12,7760.888201
1701,1702,CA-2016-114069,2016-07-13,2016-07-15,second class,ND-18370,Natalie Decherney,consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,furniture,chairs,Safco Contoured Stacking Chairs,186.71,778.9,592.2,11,8567.912113
1702,1703,CA-2016-114069,2016-07-13,2016-07-15,second class,ND-18370,Natalie Decherney,consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,office supplies,paper,Easy-Staple Paper,83.19,936.62,853.43,13,12176.09654
1703,1704,CA-2015-139857,2015-02-02,2015-02-06,standard class,CD-12790,Cynthia Delaney,home office,United States,San Diego,California,92037,West,OFF-FA-10001843,office supplies,fasteners,Staples,16.88,448.9,432.02,19,8529.138671
1704,1705,CA-2017-106306,2017-03-08,2017-03-08,same day,PG-18820,Patrick Gardner,consumer,United States,Glendale,Arizona,85301,West,OFF-BI-10003676,office supplies,binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",507.01,306.62,-200.39,14,4292.703171
1705,1706,CA-2016-100545,2016-11-22,2016-11-26,standard class,IM-15070,Irene Maddox,consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003638,office supplies,binders,Gbc Durable Plastic Covers,935.97,782.16,-153.81,17,13296.69741
1706,1707,CA-2018-123491,2018-10-30,2018-11-05,standard class,JK-15205,Jamie Kunitz,consumer,United States,San Francisco,California,94122,West,OFF-LA-10003077,office supplies,labels,Avery 500,121.79,285.46,163.67,19,5423.724766
1707,1708,CA-2018-123491,2018-10-30,2018-11-05,standard class,JK-15205,Jamie Kunitz,consumer,United States,San Francisco,California,94122,West,TEC-PH-10003505,technology,phones,Geemarc Amplipower60,189.61,453.01,263.4,16,7248.177428
1708,1709,CA-2018-123491,2018-10-30,2018-11-05,standard class,JK-15205,Jamie Kunitz,consumer,United States,San Francisco,California,94122,West,OFF-PA-10003424,office supplies,paper,"""While You Were Out"" Message Book, One Form Per Page",499.83,642.3,142.47,5,3211.496566
1709,1710,CA-2018-123491,2018-10-30,2018-11-05,standard class,JK-15205,Jamie Kunitz,consumer,United States,San Francisco,California,94122,West,FUR-CH-10003061,furniture,chairs,"Global Leather Task Chair, Black",695.06,897.14,202.08,3,2691.415828
1710,1711,CA-2018-123491,2018-10-30,2018-11-05,standard class,JK-15205,Jamie Kunitz,consumer,United States,San Francisco,California,94122,West,OFF-AR-10003514,office supplies,art,4009 Highlighters By Sanford,794.0,973.79,179.8,7,6816.544766
1711,1712,CA-2018-123491,2018-10-30,2018-11-05,standard class,JK-15205,Jamie Kunitz,consumer,United States,San Francisco,California,94122,West,OFF-AP-10002684,office supplies,appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",249.15,200.96,-48.19,10,2009.573037
1712,1713,CA-2016-145401,2016-01-30,2016-02-04,standard class,JP-15520,Jeremy Pistek,consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004405,office supplies,paper,Rediform Voice Mail Log Books,498.83,473.9,-24.93,6,2843.410506
1713,1714,US-2018-124968,2018-09-08,2018-09-13,second class,MM-18055,Michelle Moray,consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004289,furniture,tables,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables,235.47,225.71,-9.76,17,3837.114379
1714,1715,CA-2018-104003,2018-10-07,2018-10-13,standard class,DC-13285,Debra Catini,consumer,United States,San Francisco,California,94110,West,FUR-BO-10003965,furniture,bookcases,O'Sullivan Manor Hill 2-Door Library In Brianna Oak,833.24,334.29,-498.95,21,7020.004167
1715,1716,CA-2017-154788,2017-04-30,2017-05-04,standard class,JL-15835,John Lee,consumer,United States,New York City,New York,10011,East,OFF-BI-10003314,office supplies,binders,Tuff Stuff Recycled Round Ring Binders,165.16,82.93,-82.24,20,1658.522431
1716,1717,CA-2017-169943,2017-05-19,2017-05-24,standard class,BN-11515,Bradley Nguyen,consumer,United States,New York City,New York,10011,East,OFF-AP-10001563,office supplies,appliances,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,200.32,482.66,282.34,3,1447.988031
1717,1718,CA-2017-169943,2017-05-19,2017-05-24,standard class,BN-11515,Bradley Nguyen,consumer,United States,New York City,New York,10011,East,OFF-ST-10004123,office supplies,storage,Safco Industrial Wire Shelving System,226.15,445.24,219.1,12,5342.913132
1718,1719,CA-2017-169943,2017-05-19,2017-05-24,standard class,BN-11515,Bradley Nguyen,consumer,United States,New York City,New York,10011,East,FUR-FU-10002088,furniture,furnishings,Nu-Dell Float Frame 11 X 14 1/2,591.47,892.95,301.49,17,15180.22459
1719,1720,CA-2017-169943,2017-05-19,2017-05-24,standard class,BN-11515,Bradley Nguyen,consumer,United States,New York City,New York,10011,East,FUR-FU-10000010,furniture,furnishings,"Dax Value U-Channel Document Frames, Easel Back",185.61,533.12,347.51,1,533.1210142
1720,1721,CA-2017-169943,2017-05-19,2017-05-24,standard class,BN-11515,Bradley Nguyen,consumer,United States,New York City,New York,10011,East,OFF-BI-10002824,office supplies,binders,Recycled Easel Ring Binders,981.49,775.11,-206.38,13,10076.40729
1721,1722,US-2016-123218,2016-12-20,2016-12-25,standard class,KD-16345,Katherine Ducich,consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10001061,technology,phones,Apple Iphone 5C,300.87,549.29,248.42,17,9337.891865
1722,1723,US-2016-123218,2016-12-20,2016-12-25,standard class,KD-16345,Katherine Ducich,consumer,United States,Chicago,Illinois,60623,Central,TEC-AC-10000736,technology,accessories,Logitech G600 Mmo Gaming Mouse,893.54,997.22,103.68,1,997.2190016
1723,1724,US-2016-123218,2016-12-20,2016-12-25,standard class,KD-16345,Katherine Ducich,consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003966,furniture,bookcases,"Sauder Facets Collection Library, Sky Alder Finish",155.53,468.88,313.35,24,11253.04368
1724,1725,CA-2016-127453,2016-12-19,2016-12-20,first class,JK-15370,Jay Kimmel,consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,office supplies,appliances,Avanti 4.4 Cu. Ft. Refrigerator,399.85,234.73,-165.12,22,5164.135497
1725,1726,CA-2016-127453,2016-12-19,2016-12-20,first class,JK-15370,Jay Kimmel,consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,office supplies,appliances,Hoover Replacement Belt For Commercial Guardsman Heavy-Duty Upright Vacuum,388.12,141.09,-247.03,13,1834.105431
1726,1727,CA-2016-127453,2016-12-19,2016-12-20,first class,JK-15370,Jay Kimmel,consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,office supplies,appliances,Fellowes Advanced 8 Outlet Surge Suppressor With Phone/Fax Protection,342.75,245.31,-97.44,17,4170.33366
1727,1728,US-2018-164056,2018-04-29,2018-05-04,second class,FM-14215,Filia Mcadams,corporate,United States,Dublin,Ohio,43017,East,FUR-TA-10001307,furniture,tables,"Safco Planmaster Heigh-Adjustable Drafting Table Base, 43W X 30D X 30-37H, Black",800.41,959.66,159.25,5,4798.280612
1728,1729,CA-2017-106894,2017-02-07,2017-02-07,same day,CA-12265,Christina Anderson,consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,technology,accessories,Micro Innovations Usb Rf Wireless Keyboard With Mouse,741.44,121.56,-619.88,2,243.1162716
1729,1730,CA-2017-106894,2017-02-07,2017-02-07,same day,CA-12265,Christina Anderson,consumer,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,office supplies,labels,Permanent Self-Adhesive File Folder Labels For Typewriters By Universal,30.59,971.68,941.09,11,10688.44226
1730,1731,CA-2015-125136,2015-09-28,2015-10-03,standard class,KD-16495,Keith Dawkins,corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001457,office supplies,paper,White Gluetop Scratch Pads,399.73,480.97,81.25,19,9138.51394
1731,1732,CA-2015-125136,2015-09-28,2015-10-03,standard class,KD-16495,Keith Dawkins,corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,office supplies,paper,Xerox 195,506.78,917.96,411.18,1,917.9595366
1732,1733,US-2017-131149,2017-07-10,2017-07-14,standard class,LH-17155,Logan Haushalter,consumer,United States,Dallas,Texas,75081,Central,OFF-ST-10000689,office supplies,storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",510.07,243.27,-266.8,9,2189.447076
1733,1734,US-2017-131149,2017-07-10,2017-07-14,standard class,LH-17155,Logan Haushalter,consumer,United States,Dallas,Texas,75081,Central,OFF-AR-10002135,office supplies,art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,180.41,430.43,250.02,10,4304.313062
1734,1735,CA-2018-101483,2018-07-29,2018-08-01,second class,AG-10675,Anna Gayman,consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,office supplies,appliances,Holmes Hepa Air Purifier,370.31,614.69,244.38,14,8605.643074
1735,1736,CA-2018-101483,2018-07-29,2018-08-01,second class,AG-10675,Anna Gayman,consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,technology,phones,Samsung Replacement Eh64Avfwe Premium Headset,458.23,218.76,-239.48,1,218.7559258
1736,1737,CA-2018-101483,2018-07-29,2018-08-01,second class,AG-10675,Anna Gayman,consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,office supplies,art,Newell 322,114.05,404.0,289.95,14,5656.016544
1737,1738,CA-2016-130204,2016-09-03,2016-09-09,standard class,DB-13120,David Bremer,corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,office supplies,storage,Sterilite Officeware Hinged File Box,748.17,817.36,69.19,5,4086.815803
1738,1739,CA-2016-130204,2016-09-03,2016-09-09,standard class,DB-13120,David Bremer,corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,technology,accessories,Kingston Digital Datatraveler 16Gb Usb 2.0,272.66,640.0,367.33,14,8959.932547
1739,1740,CA-2016-130204,2016-09-03,2016-09-09,standard class,DB-13120,David Bremer,corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,technology,accessories,"Trendnet 56K Usb 2.0 Phone, Internet And Fax Modem",433.67,754.79,321.12,2,1509.571856
1740,1741,CA-2015-110527,2015-08-09,2015-08-16,standard class,ED-13885,Emily Ducich,home office,United States,San Diego,California,92037,West,OFF-LA-10000262,office supplies,labels,Avery 494,384.72,471.6,86.89,11,5187.646462
1741,1742,CA-2018-152807,2018-10-30,2018-11-03,standard class,MC-18100,Mick Crebagga,consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,office supplies,paper,Xerox 231,881.98,257.64,-624.34,13,3349.263869
1742,1743,CA-2018-152807,2018-10-30,2018-11-03,standard class,MC-18100,Mick Crebagga,consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,furniture,furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",663.37,430.71,-232.65,16,6891.42216
1743,1744,CA-2018-152807,2018-10-30,2018-11-03,standard class,MC-18100,Mick Crebagga,consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002486,office supplies,storage,Eldon Shelf Savers Cubes And Bins,934.18,163.13,-771.06,18,2936.299356
1744,1745,CA-2018-152807,2018-10-30,2018-11-03,standard class,MC-18100,Mick Crebagga,consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001142,technology,accessories,First Data Fd10 Pin Pad,740.8,167.41,-573.39,5,837.0421337
1745,1746,CA-2015-133270,2015-06-06,2015-06-09,first class,BM-11785,Bryan Mills,consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,office supplies,art,Sanford Liquid Accent Highlighters,260.3,377.08,116.78,19,7164.51669
